GEOID20,District
080690013072046,3
080690013072048,3
080690013072049,3
080690013072051,3
080690013082000,3
080690013082010,3
080690013082011,3
080690013084035,3
080690013084036,3
080690013084037,3
080690013061000,3
080690013061002,3
080690013061003,3
080690013061004,3
080690013061005,3
080690013061006,3
080690013061007,3
080690013061008,3
080690013061009,3
080690013061010,3
080690013061011,3
080690013061012,3
080690013061013,3
080690013061014,3
080690013061015,3
080690013061016,3
080690013061017,3
080690013061018,3
080690013061019,3
080690013061020,3
080690013061021,3
080690013061022,3
080690013061023,3
080690013061024,3
080690013061027,3
080690013061028,3
080690013061029,3
080690013061030,3
080690013061031,3
080690013061032,3
080690013061033,3
080690013061034,3
080690013061035,3
080690013061036,3
080690013061037,3
080690013061038,3
080690013061039,3
080690013061040,3
080690013061041,3
080690013061042,3
080690013061043,3
080690013061044,3
080690013061045,3
080690013062000,3
080690013062001,3
080690013062002,3
080690013062003,3
080690013062004,3
080690013062005,3
080690013062006,3
080690013062007,3
080690013062008,3
080690013062019,3
080690013062020,3
080690013062021,3
080690013062022,3
080690013062023,3
080690013062024,3
080690013062025,3
080690013062026,3
080690013062027,3
080690013062028,3
080690013062029,3
080690013062030,3
080690013062031,3
080690013062032,3
080690013062033,3
080690013062034,3
080690013062035,3
080690013062036,3
080690013062037,3
080690013062038,3
080690013062039,3
080690013062040,3
080690013062041,3
080690013063000,3
080690013063001,3
080690013063002,3
080690013063003,3
080690013063004,3
080690013063005,3
080690013063006,3
080690013063007,3
080690013063008,3
080690013063009,3
080690013063010,3
080690013063011,3
080690013063012,3
080690013063013,3
080690013063014,3
080690013063015,3
080690013063016,3
080690013063017,3
080690013063018,3
080690013063019,3
080690013063020,3
080690013063021,3
080690013063022,3
080690013063025,3
080690013063026,3
080690013063027,3
080690013063028,3
080690013063029,3
080690016011001,3
080690016011012,3
080690016011022,3
080690016011023,3
080690016011025,3
080690025042002,3
080690025042003,3
080690013071000,3
080690013071001,3
080690013071002,3
080690013071003,3
080690013071004,3
080690013071005,3
080690013071006,3
080690013071007,3
080690013071008,3
080690013071009,3
080690013071010,3
080690013071011,3
080690013071012,3
080690013071013,3
080690013071014,3
080690013071015,3
080690013071016,3
080690013071017,3
080690013071018,3
080690013071019,3
080690013071020,3
080690013071021,3
080690013071022,3
080690013071023,3
080690013071024,3
080690013071025,3
080690013071026,3
080690013071027,3
080690013071028,3
080690013071029,3
080690013071030,3
080690013071031,3
080690013071032,3
080690013071033,3
080690013071034,3
080690013071035,3
080690013071036,3
080690013071037,3
080690013071038,3
080690013071039,3
080690013071040,3
080690013071041,3
080690013071042,3
080690013071043,3
080690013071044,3
080690013071045,3
080690013071046,3
080690013071047,3
080690013071048,3
080690025041013,3
080690025041014,3
080690025041025,3
080690025042000,3
080690025042001,3
080690013083008,3
080690013083009,3
080690013083010,3
080690013083011,3
080690013083012,3
080690013083013,3
080690013083014,3
080690013083015,3
080690013083016,3
080690013083017,3
080690013083018,3
080690013083019,3
080690013083020,3
080690013083021,3
080690013083034,3
080690013083035,3
080690013083040,3
080690013083041,3
080690013083042,3
080690013083045,3
080690013083046,3
080690013083047,3
080690013083048,3
080690013083049,3
080690013083050,3
080690013083051,3
080690013083052,3
080690013083053,3
080690013083054,3
080690013083055,3
080690013083056,3
080690013083057,3
080690013083058,3
080690013083059,3
080690013083060,3
080690013083061,3
080690013083062,3
080690013083063,3
080690013083064,3
080690013083065,3
080690013083066,3
080690013083067,3
080690025041010,3
080690025041011,3
080690025041012,3
080690025041015,3
080690013083022,3
080690013083023,3
080690013083024,3
080690013083025,3
080690013083026,3
080690013083027,3
080690013083028,3
080690013083029,3
080690013083030,3
080690013083031,3
080690013083032,3
080690013083033,3
080690013083036,3
080690013083037,3
080690013083038,3
080690013083039,3
080690013083043,3
080690013083044,3
080690013084002,3
080690013084008,3
080690013084009,3
080690013084010,3
080690013084017,3
080690013084018,3
080690013084019,3
080690013084020,3
080690013084021,3
080690013084022,3
080690013084023,3
080690013084024,3
080690013084025,3
080690013084026,3
080690013084027,3
080690013084028,3
080690013084029,3
080690013084030,3
080690013084031,3
080690013084032,3
080690013084033,3
080690013084034,3
080690013084038,3
080690013084039,3
080690013084040,3
080690013061001,3
080690013061025,3
080690013061026,3
080690013063023,3
080690013063024,3
080690016011000,3
080690016011013,3
080690016011014,3
080690016011015,3
080690016011016,3
080690016011017,3
080690016011018,3
080690016011019,3
080690016011027,3
080690016011029,3
080690016011037,3
080690016012000,3
080690016012001,3
080690016012002,3
080690016012003,3
080690016012004,3
080690016012005,3
080690016012006,3
080690016012007,3
080690016012008,3
080690016012009,3
080690016012010,3
080690016012011,3
080690016012012,3
080690016012013,3
080690016012014,3
080690016012015,3
080690016012016,3
080690016012017,3
080690016012018,3
080690016012019,3
080690016012020,3
080690016012021,3
080690016012022,3
080690016012023,3
080690016012025,3
080690016012026,3
080690016012027,3
080690016012029,3
080690016012030,3
080690016012035,3
080690025042014,3
080690025061010,3
080690025061011,3
080690025061033,3
080690025061034,3
080690025061035,3
080690025061038,3
080690025061039,3
080690013083000,3
080690013083001,3
080690013083002,3
080690013083003,3
080690013083004,3
080690013083005,3
080690013083006,3
080690013083007,3
080690013084000,3
080690013084001,3
080690013084003,3
080690013084004,3
080690013084005,3
080690013084006,3
080690013084007,3
080690013084011,3
080690013084012,3
080690013084013,3
080690025041000,3
080690025041001,3
080690025041002,3
080690025041003,3
080690025041004,3
080690025041005,3
080690025041006,3
080690025041007,3
080690025041008,3
080690025041009,3
080690025041016,3
080690025041017,3
080690025041018,3
080690025041019,3
080690025041020,3
080690025041021,3
080690025041022,3
080690025041023,3
080690025041024,3
080690025041026,3
080690025041027,3
080690025041028,3
080690025041029,3
080690025041030,3
080690025041031,3
080690025041032,3
080690025041033,3
080690025041034,3
080690025041035,3
080690025042010,3
080690025042011,3
080690025081048,3
080690025081049,3
080690025081050,3
080690025081051,3
080690025081052,3
080690025081053,3
080690025082043,3
080690025082044,3
080690025082045,3
080690025082046,3
080690025082047,3
080690025082053,3
080690002012001,3
080690002012002,3
080690002012003,3
080690002012004,3
080690002012005,3
080690002012006,3
080690002012007,3
080690002012008,3
080690002012012,3
080690002012013,3
080690002012014,3
080690002012015,3
080690002012016,3
080690002012017,3
080690002012018,3
080690002012019,3
080690002012020,3
080690002012021,3
080690002012022,3
080690002012023,3
080690002012024,3
080690002012025,3
080690002012026,3
080690002012027,3
080690002012028,3
080690002012031,3
080690002012032,3
080690002012033,3
080690002012034,3
080690002012035,3
080690002012039,3
080690002012040,3
080690002012041,3
080690002012042,3
080690002012043,3
080690002012044,3
080690002012045,3
080690002012046,3
080690002012047,3
080690002012048,3
080690002012049,3
080690002012050,3
080690002012051,3
080690002012052,3
080690002021006,3
080690002021007,3
080690002021008,3
080690002021009,3
080690002021010,3
080690002021011,3
080690002021012,3
080690002021013,3
080690002021014,3
080690002021015,3
080690002021016,3
080690002021017,3
080690002021018,3
080690002021019,3
080690002021020,3
080690002021021,3
080690002021022,3
080690002021023,3
080690002021033,3
080690002021034,3
080690002021035,3
080690002021036,3
080690002021037,3
080690002021038,3
080690002021039,3
080690002021040,3
080690002021041,3
080690002021042,3
080690002021043,3
080690002021047,3
080690002021048,3
080690002021049,3
080690002021050,3
080690002021051,3
080690002021052,3
080690002021053,3
080690002022007,3
080690002022009,3
080690002022010,3
080690002022022,3
080690002022023,3
080690002022025,3
080690002022026,3
080690002022027,3
080690002022028,3
080690002022029,3
080690002022034,3
080690002022035,3
080690002022036,3
080690002022037,3
080690002022038,3
080690002022039,3
080690001003000,3
080690001003001,3
080690001003002,3
080690001003003,3
080690001003004,3
080690001003005,3
080690001003006,3
080690001003007,3
080690001003008,3
080690001003009,3
080690001003010,3
080690001003011,3
080690001003012,3
080690001003013,3
080690001003014,3
080690001003015,3
080690001003016,3
080690001003017,3
080690001003018,3
080690001003019,3
080690001003020,3
080690001003021,3
080690001003022,3
080690001003023,3
080690001003024,3
080690001003025,3
080690001003026,3
080690001003027,3
080690001003028,3
080690001003029,3
080690001003030,3
080690001003031,3
080690001003032,3
080690001003033,3
080690001003034,3
080690001003035,3
080690001003036,3
080690001003037,3
080690001003038,3
080690001003039,3
080690001003040,3
080690002012000,3
080690002012009,3
080690002012010,3
080690002012011,3
080690002012029,3
080690002012030,3
080690002012036,3
080690002012037,3
080690002012038,3
080690002021000,3
080690002021001,3
080690002021002,3
080690002021003,3
080690002021004,3
080690002021005,3
080690002021024,3
080690002021025,3
080690002021026,3
080690002021027,3
080690002021028,3
080690002021029,3
080690002021030,3
080690002021031,3
080690002021032,3
080690002021044,3
080690002021045,3
080690002021046,3
080690002021054,3
080690002022004,3
080690002022005,3
080690002022006,3
080690002022008,3
080690002022011,3
080690002022012,3
080690002022013,3
080690002022014,3
080690002022015,3
080690002022016,3
080690002022018,3
080690002022024,3
080690002022030,3
080690002022031,3
080690002022032,3
080690002022033,3
080690002022001,3
080690002022002,3
080690002022003,3
080690002022017,3
080690013041000,3
080690013041001,3
080690013041002,3
080690013041003,3
080690013041004,3
080690013041005,3
080690013041006,3
080690013041007,3
080690013041008,3
080690013041009,3
080690013041010,3
080690013041011,3
080690013041012,3
080690013041013,3
080690013042003,3
080690013042004,3
080690013042012,3
080690013042013,3
080690013042024,3
080690013042025,3
080690003001020,3
080690003001022,3
080690003001024,3
080690003001025,3
080690003001026,3
080690003001027,3
080690003001042,3
080690004011008,3
080690004011009,3
080690004012000,3
080690004012001,3
080690004012002,3
080690004012003,3
080690004012004,3
080690004012005,3
080690004012006,3
080690004012007,3
080690004012008,3
080690004012009,3
080690004012010,3
080690004012011,3
080690004012012,3
080690004012013,3
080690004012014,3
080690004012015,3
080690004012016,3
080690004012017,3
080690004012018,3
080690004012019,3
080690004012020,3
080690004012021,3
080690004012022,3
080690004012023,3
080690004012024,3
080690004012025,3
080690003001007,3
080690003001008,3
080690003001009,3
080690003001010,3
080690003001011,3
080690003001012,3
080690003001019,3
080690003001021,3
080690003001023,3
080690003001028,3
080690003001029,3
080690003001030,3
080690003001031,3
080690003001032,3
080690003001033,3
080690003001034,3
080690003001035,3
080690003001036,3
080690003001037,3
080690003001038,3
080690003001039,3
080690003002006,3
080690003002007,3
080690003002008,3
080690003002011,3
080690003002012,3
080690003002013,3
080690003002014,3
080690003002015,3
080690003002016,3
080690003002017,3
080690004021004,3
080690004021005,3
080690004021006,3
080690004021009,3
080690004021010,3
080690005052004,3
080690005052005,3
080690004011000,3
080690004011001,3
080690004011002,3
080690004011003,3
080690004011004,3
080690004011005,3
080690004011006,3
080690004011007,3
080690004011010,3
080690004022000,3
080690004022001,3
080690004022002,3
080690004022003,3
080690004022004,3
080690004022005,3
080690004022006,3
080690004022007,3
080690004022008,3
080690004022009,3
080690004022010,3
080690004022011,3
080690004022012,3
080690004022013,3
080690004022014,3
080690004022015,3
080690004022016,3
080690004022017,3
080690004022018,3
080690004022019,3
080690004022020,3
080690004022021,3
080690004022022,3
080690004022023,3
080690004022024,3
080690004022025,3
080690004022026,3
080690004022027,3
080690004022028,3
080690004022029,3
080690004022030,3
080690004022031,3
080690004022032,3
080690004022033,3
080690004022034,3
080690004022035,3
080690004022036,3
080690004022037,3
080690004022038,3
080690004022039,3
080690004022040,3
080690004022041,3
080690004022042,3
080690004022043,3
080690004022044,3
080690004022045,3
080690001001000,3
080690001001001,3
080690001001002,3
080690001001003,3
080690001001004,3
080690001001011,3
080690001001012,3
080690001001013,3
080690001001014,3
080690001001015,3
080690007001002,3
080690007001003,3
080690007001004,3
080690007001005,3
080690007001006,3
080690007001007,3
080690007001008,3
080690007001009,3
080690007001010,3
080690007001015,3
080690007001016,3
080690007001017,3
080690007001018,3
080690007001019,3
080690007001020,3
080690007001021,3
080690007001022,3
080690007001023,3
080690007001024,3
080690007001025,3
080690007001026,3
080690007001027,3
080690007001028,3
080690007001029,3
080690007001030,3
080690007001031,3
080690007001032,3
080690007001033,3
080690007001034,3
080690007001035,3
080690007001036,3
080690007001037,3
080690007001038,3
080690007001039,3
080690007001040,3
080690007001041,3
080690007001046,3
080690007001047,3
080690006001000,3
080690006001001,3
080690006001002,3
080690006001003,3
080690006001004,3
080690006001005,3
080690006001007,3
080690006001008,3
080690006001009,3
080690006001010,3
080690006001011,3
080690006001012,3
080690006001013,3
080690006001014,3
080690006001015,3
080690006001016,3
080690006001017,3
080690006001018,3
080690006001019,3
080690006002002,3
080690006003000,3
080690006003001,3
080690006003002,3
080690006003003,3
080690006003004,3
080690006004000,3
080690006004001,3
080690006004002,3
080690006004003,3
080690006004004,3
080690007002000,3
080690007002001,3
080690007002002,3
080690007002003,3
080690007002004,3
080690007002005,3
080690007002006,3
080690007002007,3
080690007002008,3
080690007002009,3
080690007002010,3
080690007002011,3
080690007002012,3
080690007002013,3
080690007002014,3
080690007002015,3
080690007002016,3
080690007002017,3
080690007002018,3
080690007002019,3
080690007002020,3
080690007002021,3
080690007002022,3
080690007002023,3
080690007002024,3
080690007002025,3
080690007002026,3
080690007002027,3
080690007002028,3
080690007002029,3
080690007002030,3
080690007002031,3
080690007002032,3
080690007002033,3
080690007002034,3
080690007002035,3
080690007002036,3
080690007002037,3
080690007002038,3
080690007002039,3
080690007002040,3
080690007002041,3
080690007002042,3
080690007002043,3
080690007002044,3
080690007002045,3
080690007002046,3
080690007002047,3
080690007002048,3
080690007002049,3
080690007002050,3
080690007002051,3
080690007002052,3
080690007002053,3
080690007002054,3
080690009014003,3
080690009014004,3
080690009014005,3
080690009014006,3
080690009014007,3
080690009014008,3
080690009014009,3
080690009014010,3
080690009014011,3
080690009014015,3
080690009014016,3
080690009014017,3
080690009014018,3
080690009014019,3
080690009014022,3
080690009014023,3
080690009014024,3
080690009014025,3
080690009014026,3
080690007001000,3
080690007001001,3
080690007001011,3
080690007001012,3
080690007001013,3
080690007001014,3
080690007001042,3
080690007001043,3
080690007001044,3
080690007001045,3
080690008011000,3
080690008011001,3
080690008011002,3
080690008011003,3
080690008011004,3
080690008011005,3
080690008011006,3
080690008011007,3
080690008011008,3
080690008011009,3
080690008011010,3
080690008011011,3
080690008011012,3
080690008011013,3
080690008011014,3
080690008011015,3
080690008011016,3
080690008011017,3
080690008011018,3
080690008011019,3
080690008011020,3
080690008011021,3
080690008011022,3
080690008011023,3
080690008011024,3
080690008011025,3
080690008011026,3
080690008011027,3
080690008011028,3
080690008011029,3
080690008011030,3
080690008011031,3
080690008011032,3
080690008011033,3
080690008011034,3
080690008011035,3
080690008011036,3
080690008011037,3
080690008011038,3
080690008011039,3
080690008011040,3
080690008011041,3
080690008011042,3
080690008011043,3
080690016011005,3
080690016011006,3
080690016011007,3
080690016011008,3
080690008021000,3
080690008021001,3
080690008021002,3
080690008021003,3
080690008021004,3
080690008021005,3
080690008021006,3
080690008021007,3
080690008021008,3
080690008021009,3
080690008021010,3
080690008021011,3
080690008021012,3
080690008021013,3
080690008021014,3
080690008021015,3
080690008021016,3
080690008021017,3
080690008021018,3
080690008021019,3
080690008021020,3
080690008021021,3
080690008021022,3
080690008021023,3
080690009021000,3
080690009021001,3
080690009021002,3
080690009021003,3
080690009022000,3
080690009022001,3
080690009022003,3
080690016011002,3
080690016011003,3
080690016011004,3
080690016011009,3
080690016011010,3
080690016011011,3
080690016011020,3
080690016011021,3
080690016011024,3
080690016011026,3
080690016011028,3
080690016011030,3
080690016011031,3
080690016011032,3
080690016011033,3
080690016011034,3
080690016011035,3
080690016011036,3
080690016012024,3
080690016012028,3
080690016012031,3
080690016012032,3
080690016012033,3
080690016012034,3
080690016012036,3
080690016012037,3
080690016012038,3
080690016051000,3
080690016051001,3
080690016051002,3
080690016051003,3
080690016051005,3
080690016051006,3
080690016052006,3
080690016052007,3
080690016052008,3
080690016052009,3
080690016052010,3
080690016052011,3
080690016052012,3
080690016052013,3
080690016052014,3
080690016052015,3
080690016052016,3
080690016052017,3
080690016052018,3
080690016052019,3
080690016052020,3
080690016052021,3
080690016052022,3
080690016052023,3
080690016052024,3
080690016052025,3
080690016052028,3
080690016052029,3
080690016052030,3
080690016052031,3
080690016052032,3
080690016052034,3
080690016052035,3
080690016054000,3
080690016054001,3
080690016054002,3
080690016054003,3
080690016054004,3
080690016054005,3
080690016054006,3
080690016054009,3
080690016054010,3
080690016054013,3
080690016054014,3
080690025061005,3
080690025061007,3
080690025061008,3
080690025061012,3
080690025061013,3
080690025061014,3
080690025061021,3
080690025061022,3
080690025061023,3
080690025061025,3
080690025061030,3
080690025061031,3
080690025061032,3
080690025061036,3
080690025061037,3
080690009022002,3
080690009022004,3
080690009022007,3
080690009022008,3
080690009022009,3
080690009022010,3
080690009022011,3
080690009022012,3
080690009022013,3
080690009022014,3
080690016051004,3
080690016052000,3
080690016052001,3
080690016052002,3
080690016052003,3
080690016052004,3
080690016052005,3
080690016052026,3
080690016052027,3
080690016032000,3
080690016032001,3
080690016032002,3
080690016032005,3
080690016032006,3
080690016032007,3
080690016032008,3
080690016032009,3
080690016032010,3
080690016034000,3
080690016034001,3
080690016034002,3
080690016034003,3
080690016034004,3
080690016034005,3
080690016034006,3
080690016034007,3
080690016034008,3
080690016034009,3
080690016034010,3
080690016034011,3
080690016054007,3
080690016054008,3
080690016054011,3
080690016054012,3
080690016054015,3
080690016054020,3
080690016054021,3
080690016054022,3
080690016054023,3
080690016054024,3
080690016054027,3
080690016054028,3
080690016054029,3
080690016054035,3
080690016054036,3
080690016054037,3
080690016054038,3
080690009021004,3
080690009021005,3
080690009022005,3
080690009022006,3
080690009022015,3
080690009023000,3
080690009023001,3
080690009023002,3
080690009023003,3
080690009023004,3
080690009023005,3
080690009023006,3
080690009023007,3
080690009023008,3
080690009023009,3
080690009023010,3
080690009023011,3
080690009023012,3
080690009023013,3
080690009023014,3
080690009012000,3
080690009012001,3
080690009012002,3
080690009012003,3
080690009012004,3
080690009012005,3
080690009012006,3
080690009012007,3
080690009012008,3
080690009012009,3
080690009013000,3
080690009013001,3
080690009013002,3
080690009013003,3
080690009013004,3
080690009013005,3
080690009013015,3
080690009013016,3
080690009013017,3
080690009013018,3
080690009013019,3
080690009013020,3
080690009013021,3
080690009014000,3
080690009014001,3
080690009014002,3
080690009014020,3
080690009014021,3
080690009011000,3
080690009011001,3
080690009011002,3
080690009011003,3
080690009011004,3
080690009011005,3
080690009011006,3
080690009011009,3
080690009011010,3
080690009011011,3
080690009011012,3
080690009011013,3
080690009011014,3
080690009011015,3
080690009011016,3
080690009011017,3
080690009011018,3
080690009011019,3
080690009011020,3
080690009011021,3
080690009011022,3
080690009011023,3
080690009011024,3
080690009011025,3
080690009011027,3
080690009011028,3
080690009011029,3
080690009011030,3
080690009011031,3
080690009013006,3
080690009013007,3
080690009013008,3
080690009013009,3
080690009013010,3
080690009013011,3
080690009013022,3
080690009011007,3
080690009011008,3
080690009011026,3
080690009013014,3
080690011112001,3
080690011112002,3
080690011112003,3
080690011112004,3
080690011112005,3
080690011112006,3
080690011112007,3
080690011112008,3
080690011112009,3
080690011112010,3
080690011112011,3
080690011112012,3
080690011112013,3
080690011112014,3
080690011112015,3
080690011112016,3
080690011112017,3
080690010032000,3
080690010032001,3
080690010033000,3
080690010033001,3
080690010033002,3
080690010041000,3
080690010041001,3
080690010041002,3
080690010041003,3
080690010041004,3
080690010041005,3
080690010041006,3
080690010041007,3
080690010041008,3
080690010041009,3
080690010042000,3
080690010042001,3
080690010042002,3
080690010042003,3
080690010042004,3
080690010042005,3
080690010043010,3
080690010043011,3
080690010043012,3
080690016022000,3
080690016022001,3
080690016022002,3
080690016022003,3
080690016022004,3
080690016022005,3
080690016022006,3
080690016022007,3
080690016022008,3
080690016022009,3
080690016022010,3
080690016022011,3
080690016022012,3
080690016022013,3
080690016022014,3
080690016022015,3
080690016022016,3
080690016022017,3
080690016022018,3
080690016022019,3
080690016022020,3
080690016022021,3
080690016023000,3
080690016023001,3
080690016023002,3
080690016023003,3
080690016023004,3
080690016024013,3
080690016052033,3
080690016054025,3
080690016054026,3
080690016054054,3
080690016021000,3
080690016021001,3
080690016021002,3
080690016021003,3
080690016021004,3
080690016021005,3
080690016021006,3
080690016021007,3
080690016021008,3
080690016024000,3
080690016024001,3
080690016024002,3
080690016024003,3
080690016024004,3
080690016024005,3
080690016024006,3
080690016024007,3
080690016024008,3
080690016024009,3
080690016024010,3
080690016024011,3
080690016024012,3
080690016024014,3
080690016023005,3
080690016023006,3
080690016023007,3
080690016023008,3
080690016023009,3
080690016023010,3
080690016023011,3
080690016023012,3
080690016023013,3
080690016023014,3
080690016023015,3
080690016023016,3
080690010043000,3
080690010043001,3
080690010043002,3
080690010043003,3
080690010043004,3
080690010043005,3
080690010043006,3
080690010043007,3
080690010043008,3
080690010043009,3
080690010044000,3
080690010044001,3
080690010044002,3
080690010044003,3
080690010044004,3
080690010034000,3
080690010034001,3
080690010034002,3
080690010034003,3
080690010034004,3
080690010034005,3
080690010034006,3
080690010034007,3
080690010034008,3
080690010034009,3
080690010034010,3
080690010035000,3
080690010035001,3
080690010035002,3
080690010035007,3
080690010035008,3
080690010035009,3
080690010035014,3
080690010035003,3
080690010035004,3
080690010035006,3
080690010035010,3
080690010035011,3
080690010035012,3
080690010035013,3
080690011063006,3
080690011063007,3
080690011063008,3
080690011063009,3
080690011063010,3
080690011063011,3
080690011063012,3
080690011063013,3
080690011063014,3
080690011063015,3
080690011063016,3
080690011064005,3
080690011064006,3
080690011064007,3
080690011064008,3
080690011064009,3
080690011064010,3
080690010071002,3
080690010071003,3
080690010071004,3
080690010071005,3
080690010071006,3
080690010071007,3
080690010071008,3
080690010073009,3
080690010073010,3
080690010073011,3
080690010073012,3
080690010073017,3
080690010074000,3
080690010073000,3
080690010073001,3
080690010073002,3
080690010073003,3
080690010073004,3
080690010073005,3
080690010073006,3
080690011091000,3
080690011091001,3
080690011091002,3
080690011091003,3
080690011091004,3
080690011091005,3
080690011091006,3
080690011091007,3
080690011091008,3
080690011091009,3
080690011092000,3
080690011092001,3
080690011092002,3
080690011092003,3
080690011092004,3
080690011092005,3
080690011092006,3
080690011092007,3
080690011092008,3
080690011092009,3
080690011092010,3
080690011092011,3
080690011092012,3
080690010071000,3
080690010071001,3
080690010071009,3
080690010071010,3
080690010071011,3
080690010071012,3
080690010071013,3
080690010072000,3
080690010072002,3
080690010072003,3
080690010073013,3
080690010073014,3
080690010073015,3
080690010073018,3
080690010073019,3
080690011093000,3
080690011093001,3
080690011093002,3
080690011093003,3
080690011093004,3
080690011093005,3
080690011093006,3
080690011093007,3
080690011093008,3
080690011093009,3
080690011093010,3
080690011093011,3
080690011093012,3
080690011093013,3
080690010073007,3
080690010073008,3
080690010073016,3
080690011091010,3
080690011091011,3
080690011091012,3
080690011091013,3
080690011092013,3
080690011092014,3
080690011092015,3
080690011092016,3
080690011094000,3
080690011094001,3
080690011094002,3
080690011094003,3
080690011094004,3
080690011094005,3
080690011094006,3
080690011094007,3
080690011094008,3
080690010081000,3
080690010081001,3
080690010081002,3
080690010081003,3
080690010081004,3
080690010081005,3
080690010081006,3
080690010081007,3
080690010081008,3
080690010081009,3
080690010081010,3
080690010081011,3
080690010081012,3
080690010081013,3
080690010081016,3
080690010082000,3
080690016031000,3
080690016031001,3
080690016031002,3
080690016031003,3
080690016031004,3
080690016031005,3
080690016031006,3
080690016031007,3
080690016031008,3
080690016031009,3
080690016031010,3
080690016031011,3
080690016031012,3
080690016031013,3
080690016031015,3
080690016031018,3
080690016031019,3
080690016032003,3
080690016032004,3
080690016032011,3
080690016033000,3
080690016033001,3
080690016053000,3
080690016053001,3
080690016053002,3
080690016053003,3
080690016053004,3
080690016053005,3
080690016053006,3
080690016053007,3
080690016053008,3
080690016053010,3
080690016053011,3
080690016053012,3
080690016053013,3
080690016053014,3
080690016053015,3
080690016053016,3
080690016053017,3
080690016053018,3
080690016053019,3
080690016053020,3
080690016053021,3
080690016053022,3
080690016053023,3
080690016053024,3
080690016053025,3
080690016054051,3
080690016054052,3
080690016054053,3
080690016053009,3
080690016053026,3
080690016071008,3
080690016071010,3
080690016071011,3
080690016071012,3
080690016071013,3
080690016071014,3
080690016071015,3
080690016071020,3
080690016071021,3
080690016071022,3
080690016071023,3
080690016071024,3
080690016071025,3
080690016071028,3
080690016071031,3
080690016071032,3
080690016071033,3
080690016071035,3
080690016071036,3
080690016071037,3
080690016071038,3
080690016071039,3
080690016054030,3
080690016054031,3
080690016054039,3
080690016054040,3
080690016054041,3
080690016054042,3
080690016054043,3
080690016054044,3
080690016054045,3
080690016054047,3
080690016054048,3
080690016054049,3
080690016054050,3
080690016054055,3
080690016071000,3
080690016071001,3
080690016071002,3
080690016071003,3
080690016071004,3
080690016071005,3
080690016071006,3
080690016071007,3
080690016072000,3
080690016072001,3
080690016031014,3
080690016031016,3
080690016031017,3
080690016033002,3
080690016033003,3
080690016033004,3
080690016033005,3
080690016033006,3
080690016033007,3
080690016033008,3
080690016033009,3
080690016033010,3
080690016034012,3
080690016034013,3
080690016034014,3
080690016034015,3
080690016054016,3
080690016054017,3
080690016054018,3
080690016054019,3
080690016054032,3
080690016054033,3
080690016054034,3
080690016054046,3
080690010081014,3
080690010081015,3
080690010082001,3
080690010102000,3
080690010102001,3
080690010102002,3
080690010102003,3
080690010102004,3
080690010102005,3
080690010102006,3
080690010102007,3
080690010102008,3
080690010102009,3
080690010102010,3
080690010102011,3
080690010102012,3
080690010102013,3
080690010102014,3
080690010102015,3
080690010102016,3
080690010102017,3
080690010102025,3
080690010072001,3
080690010072004,3
080690010072005,3
080690010072006,3
080690010072007,3
080690010072008,3
080690010091000,3
080690010091001,3
080690010091002,3
080690010091003,3
080690010091004,3
080690010091005,3
080690010091006,3
080690010092000,3
080690010092001,3
080690010092013,3
080690010092002,3
080690010092003,3
080690010092004,3
080690010092005,3
080690010092006,3
080690010092007,3
080690010092008,3
080690010092009,3
080690010092010,3
080690010092011,3
080690010092012,3
080690010092014,3
080690010092015,3
080690010092016,3
080690010092017,3
080690010092020,3
080690010092021,3
080690010092022,3
080690010092023,3
080690010092024,3
080690010092027,3
080690010093002,3
080690010093003,3
080690010093004,3
080690010095000,3
080690010095001,3
080690010095002,3
080690010095003,3
080690010095004,3
080690010095005,3
080690010095006,3
080690010095007,3
080690010095008,3
080690010095009,3
080690010095010,3
080690010095011,3
080690010095012,3
080690010095013,3
080690010095014,3
080690010095015,3
080690010095016,3
080690011141000,3
080690011141001,3
080690011141002,3
080690011141003,3
080690011141023,3
080690011141024,3
080690011141025,3
080690011141027,3
080690011141028,3
080690011141029,3
080690011141030,3
080690011141031,3
080690011141032,3
080690011141033,3
080690011141034,3
080690010101000,3
080690010101001,3
080690010101002,3
080690010101003,3
080690010101004,3
080690010101005,3
080690010101006,3
080690010101007,3
080690010101008,3
080690010102018,3
080690010102019,3
080690010102020,3
080690010102021,3
080690010102022,3
080690010102023,3
080690010102024,3
080690016061000,3
080690016061001,3
080690016061002,3
080690016061003,3
080690016061004,3
080690016061005,3
080690016061006,3
080690016061007,3
080690016061008,3
080690016061010,3
080690016061011,3
080690016061015,3
080690016061016,3
080690016061017,3
080690016061018,3
080690016061019,3
080690016061012,3
080690016061013,3
080690016082000,3
080690016082001,3
080690016082002,3
080690016082003,3
080690016082004,3
080690016082005,3
080690016082006,3
080690016082007,3
080690016082008,3
080690016082009,3
080690016082010,3
080690016082011,3
080690016082012,3
080690016082013,3
080690016082014,3
080690016082015,3
080690016082016,3
080690016082017,3
080690016082018,3
080690016082019,3
080690016082020,3
080690016082021,3
080690016082022,3
080690016082023,3
080690016082024,3
080690016082025,3
080690016082026,3
080690016082027,3
080690016082028,3
080690016082029,3
080690016082030,3
080690016082031,3
080690016082032,3
080690016082033,3
080690016082034,3
080690016082035,3
080690016082036,3
080690016082037,3
080690016082038,3
080690016082039,3
080690016082040,3
080690016082041,3
080690016082042,3
