GEOID20,District
080279701023088,5
080279701023089,5
080279701023090,5
080279701023091,5
080279701023092,5
080279701023093,5
080279701023094,5
080279701023095,5
080279701023096,5
080279701023097,5
080279701023098,5
080279701023099,5
080279701023100,5
080279701023101,5
080279701023102,5
080279701023103,5
080279701023104,5
080279701023105,5
080279701023106,5
080279701023107,5
080279701023108,5
080279701012000,5
080279701012001,5
080279701012002,5
080279701012003,5
080279701012004,5
080279701012005,5
080279701012006,5
080279701012007,5
080279701012008,5
080279701012009,5
080279701012010,5
080279701012011,5
080279701012012,5
080279701012013,5
080279701012014,5
080279701012015,5
080279701012016,5
080279701012017,5
080279701012018,5
080279701012019,5
080279701012020,5
080279701012021,5
080279701012022,5
080279701012023,5
080279701012024,5
080279701012025,5
080279701012026,5
080279701012027,5
080279701012028,5
080279701012029,5
080279701012030,5
080279701012031,5
080279701012032,5
080279701012033,5
080279701012034,5
080279701012035,5
080279701012036,5
080279701012037,5
080279701012038,5
080279701012039,5
080279701012040,5
080279701012041,5
080279701012042,5
080279701012043,5
080279701012044,5
080279701012045,5
080279701012046,5
080279701012047,5
080279701012048,5
080279701012049,5
080279701012050,5
080279701012051,5
080279701012052,5
080279701012053,5
080279701012057,5
080279701012085,5
080279701012086,5
080279701012087,5
080279701012092,5
080279701012096,5
080279701013000,5
080279701013001,5
080279701013002,5
080279701013003,5
080279701013004,5
080279701013005,5
080279701013006,5
080279701013007,5
080279701013008,5
080279701013009,5
080279701013010,5
080279701013011,5
080279701013012,5
080279701013013,5
080279701013014,5
080279701013015,5
080279701013016,5
080279701013017,5
080279701013018,5
080279701013019,5
080279701013020,5
080279701013021,5
080279701013022,5
080279701013023,5
080279701013024,5
080279701013025,5
080279701013026,5
080279701013027,5
080279701013028,5
080279701013029,5
080279701013030,5
080279701014003,5
080279701014004,5
080279701014005,5
080279701014006,5
080279701014007,5
080279701014008,5
080279701014009,5
080279701014010,5
080279701014011,5
080279701014012,5
080279701014014,5
080279701014015,5
080279701014016,5
080279701014017,5
080279701014018,5
080279701014019,5
080279701014020,5
080279701014022,5
080279701014031,5
080279701014032,5
080279701014033,5
080279701014034,5
080279701014035,5
080279701014036,5
080279701014037,5
080279701014038,5
080279701014039,5
080279701014040,5
080279701014041,5
080279701014042,5
080279701014043,5
080279701014044,5
080279701014045,5
080279701014047,5
080279701014048,5
080279701014049,5
080279701014050,5
080279701014051,5
080279701014052,5
080279701014055,5
080279701014056,5
080279701014057,5
080279701014058,5
080279701014059,5
080279701014060,5
080279701014061,5
080279701014062,5
080279701014063,5
080279701014066,5
080279701014067,5
080279701014068,5
080279701014069,5
080279701014070,5
080279701014073,5
080279701021000,5
080279701021001,5
080279701021002,5
080279701021003,5
080279701021004,5
080279701021005,5
080279701021006,5
080279701021007,5
080279701021008,5
080279701021009,5
080279701021010,5
080279701021011,5
080279701021012,5
080279701021013,5
080279701021014,5
080279701021015,5
080279701021016,5
080279701021017,5
080279701021018,5
080279701021019,5
080279701021020,5
080279701021021,5
080279701021022,5
080279701021023,5
080279701021024,5
080279701021025,5
080279701021026,5
080279701021027,5
080279701021028,5
080279701021029,5
080279701021030,5
080279701023001,5
080279701022000,5
080279701022001,5
080279701022002,5
080279701022003,5
080279701022004,5
080279701022005,5
080279701022006,5
080279701022007,5
080279701022008,5
080279701022009,5
080279701022010,5
080279701022011,5
080279701022012,5
080279701022013,5
080279701022014,5
080279701022015,5
080279701022016,5
080279701022017,5
080279701022018,5
080279701022019,5
080279701022020,5
080279701022021,5
080279701022022,5
080279701022023,5
080279701022024,5
080279701022025,5
080279701022026,5
080279701022027,5
080279701022028,5
080279701022029,5
080279701022030,5
080279701022035,5
080279701022039,5
080279701022042,5
080279701022043,5
080279701022059,5
080279701022060,5
080279701022061,5
080279701022062,5
080279701022064,5
080279701022065,5
080279701022066,5
080279701022067,5
080279701022068,5
080279701022069,5
080279701022070,5
080279701022071,5
080279701022072,5
080279701022073,5
080279701022074,5
080279701022075,5
080279701022076,5
080279701022077,5
080279701022078,5
080279701022079,5
080279701022080,5
080279701022081,5
080279701022082,5
080279701022083,5
080299648002036,3
080299649001045,3
080299649001058,3
080299649001062,3
080299649001067,3
080299649001068,3
080299649002000,3
080299649002001,3
080299649002002,3
080299649002003,3
080299649002004,3
080299649002005,3
080299649002006,3
080299649002007,3
080299649002008,3
080299649002009,3
080299649002010,3
080299649002011,3
080299649002012,3
080299649002079,3
080299651002000,3
080299651002002,3
080299651002003,3
080299651002004,3
080299651002005,3
080299651002006,3
080299651002007,3
080299651002008,3
080299651002009,3
080299651002010,3
080299651002011,3
080299651002012,3
080299651002013,3
080299651002014,3
080299651002015,3
080299651002016,3
080299651002017,3
080299651002018,3
080299651002019,3
080299651002020,3
080299651002021,3
080299651002022,3
080299651002023,3
080299651002024,3
080299651002025,3
080299651002026,3
080299651002027,3
080299651002028,3
080299651002029,3
080299651002030,3
080299651002031,3
080299651002032,3
080299651002033,3
080299651002034,3
080299651002035,3
080299651002036,3
080299651002037,3
080299651002038,3
080299651002039,3
080299651002040,3
080299651002041,3
080299651002042,3
080299651002043,3
080299651002044,3
080299651002046,3
080299651002049,3
080299651002050,3
080299651002051,3
080299651002052,3
080299651002053,3
080299651002054,3
080299651002055,3
080299651002056,3
080299651002057,3
080299651002058,3
080299651002059,3
080299651002060,3
080299651002061,3
080299651002062,3
080299651002063,3
080299651002064,3
080299651002065,3
080299651002066,3
080299651002067,3
080299651002068,3
080299651002069,3
080299651002070,3
080299651002071,3
080299651002072,3
080299651002073,3
080299651002074,3
080299651002075,3
080299651002076,3
080299651002077,3
080299651002078,3
080299651002079,3
080299651002080,3
080299651002081,3
080299651002082,3
080299651002083,3
080299651002084,3
080299651002085,3
080299651002086,3
080299651002087,3
080299651002088,3
080299651002089,3
080299651002090,3
080299651002091,3
080299651002092,3
080299651002093,3
080299651002094,3
080299651002095,3
080299651002096,3
080299651002097,3
080299651002098,3
080299651002099,3
080299651002100,3
080299651002101,3
080299651002102,3
080299651002103,3
080299651003032,3
080299651003033,3
080299651003034,3
080299651003035,3
080299648003000,3
080299648003001,3
080299648004029,3
080299648004030,3
080299648004031,3
080299648004032,3
080299648004033,3
080299648004037,3
080299648004042,3
080299648004043,3
080299648004044,3
080299648004045,3
080299648004046,3
080299648004047,3
080299648004048,3
080299648004049,3
080299648004050,3
080299648004051,3
080299648004052,3
080299648004053,3
080299648004054,3
080299648004055,3
080299648004056,3
080299648004057,3
080299648004058,3
080299648004059,3
080299648004060,3
080299648004061,3
080299648004062,3
080299648004063,3
080299648004064,3
080299648004065,3
080299648004074,3
080299648004075,3
080299648004076,3
080299648004079,3
080299649001046,3
080299649001065,3
080299649001066,3
080299651003009,3
080299651003010,3
080299651003012,3
080299651003013,3
080299651003021,3
080299651003026,3
080299651003027,3
080299651003028,3
080299651003029,3
080299651003031,3
080299651003036,3
080299651003038,3
080299651003039,3
080299651003040,3
080299651003041,3
080299651003042,3
080299651003043,3
080299651003044,3
080299651003045,3
080299651003046,3
080299651003047,3
080299651003048,3
080299651003049,3
080299651003050,3
080299651003051,3
080299651003054,3
080299651003055,3
080299651003056,3
080299651003057,3
080299646003021,3
080299646003023,3
080299646003024,3
080299646003034,3
080299646003035,3
080299646003043,3
080299646003045,3
080299646003046,3
080299646004040,3
080299646004041,3
080299646004049,3
080299646004050,3
080299650011000,3
080299650011001,3
080299650011002,3
080299650011003,3
080299650011006,3
080299650011008,3
080299650011009,3
080299650011013,3
080299650011038,3
080299650012002,3
080299650012010,3
080299650012011,3
080299650012012,3
080299650012013,3
080299650013000,3
080299650013001,3
080299650013002,3
080299650013003,3
080299650013004,3
080299650013005,3
080299650013006,3
080299650013007,3
080299650013008,3
080299650013009,3
080299650013010,3
080299650013011,3
080299650013012,3
080299650013013,3
080299650013014,3
080299650013015,3
080299650013016,3
080299650013017,3
080299650013018,3
080299650013019,3
080299650013020,3
080299650013021,3
080299650013022,3
080299650013023,3
080299650013024,3
080299650013025,3
080299650013026,3
080299650013027,3
080299650013028,3
080299650013029,3
080299650013030,3
080299650013031,3
080299650013032,3
080299650013033,3
080299650013034,3
080299650013035,3
080299650013036,3
080299650013037,3
080299650013038,3
080299650013039,3
080299650013040,3
080299650013041,3
080299650013042,3
080299650013043,3
080299650013044,3
080299650013045,3
080299650013046,3
080299650013047,3
080299650013048,3
080299650013049,3
080299650013050,3
080299650013051,3
080299650013052,3
080299650013053,3
080299650022001,3
080299650022010,3
080299650022011,3
080299650022012,3
080299650022013,3
080299650022014,3
080299650022015,3
080299650022016,3
080299650022017,3
080299650022018,3
080299650022019,3
080299650022020,3
080299650022021,3
080299650022022,3
080299650022023,3
080299650022024,3
080299650022025,3
080299650022026,3
080299650022035,3
080299650022036,3
080299646001054,3
080299650011004,3
080299650011005,3
080299650011007,3
080299650011010,3
080299650011011,3
080299650011012,3
080299650011014,3
080299650011015,3
080299650011016,3
080299650011017,3
080299650011018,3
080299650011019,3
080299650011020,3
080299650011021,3
080299650011022,3
080299650011023,3
080299650011024,3
080299650011025,3
080299650011026,3
080299650011027,3
080299650011028,3
080299650011029,3
080299650011030,3
080299650011031,3
080299650011032,3
080299650011033,3
080299650011034,3
080299650011035,3
080299650011036,3
080299650011037,3
080299650012000,3
080299650012001,3
080299650012004,3
080299650012005,3
080299650012006,3
080299650012007,3
080299650012008,3
080299650012009,3
080299650012014,3
080299650012015,3
080299650012016,3
080299650012017,3
080299650012018,3
080299650012019,3
080299650012020,3
080299650012021,3
080299650012022,3
080299650012023,3
080299650012024,3
080299650012025,3
080299650012026,3
080299650012027,3
080299650012028,3
080299650012029,3
080299650012030,3
080299650012031,3
080299650012032,3
080299650012033,3
080299650012034,3
080299650012035,3
080299650012036,3
080299650012037,3
080299650012038,3
080299650012039,3
080299646003013,3
080299646003022,3
080299646003025,3
080299650021001,3
080299650021002,3
080299650021003,3
080299650021004,3
080299650021005,3
080299650021007,3
080299650021008,3
080299650021009,3
080299650021010,3
080299650021011,3
080299650021012,3
080299650021013,3
080299650021014,3
080299650021017,3
080299650021018,3
080299650021022,3
080299650021023,3
080299650021030,3
080299650021031,3
080299650021032,3
080299650021033,3
080299650021034,3
080299650021035,3
080299650021036,3
080299650021037,3
080299650021038,3
080299650021039,3
080299650021040,3
080299650021041,3
080299650021042,3
080299650022000,3
080299650022002,3
080299650022003,3
080299650022004,3
080299650022005,3
080299650022006,3
080299650022007,3
080299650022008,3
080299650022009,3
080299650022027,3
080299650022028,3
080299650022029,3
080299650022030,3
080299650022031,3
080299650022032,3
080299650022033,3
080299650022034,3
080299652021000,3
080299652021043,3
080299646001002,3
080299646001003,3
080299646001004,3
080299646001006,3
080299646001037,3
080299646001038,3
080299646001039,3
080299646001040,3
080299646001041,3
080299646001042,3
080299646001043,3
080299646001044,3
080299646001050,3
080299646001052,3
080299646002021,3
080299646002027,3
080299646002028,3
080299646002029,3
080299646002030,3
080299646002031,3
080299646004002,3
080299646004003,3
080299646004004,3
080299646004005,3
080299646004012,3
080299646004013,3
080299646004014,3
080299646004015,3
080299646004016,3
080299646004017,3
080299646004018,3
080299646004019,3
080299646004020,3
080299646004021,3
080299646004022,3
080299646004023,3
080299646004024,3
080299646004025,3
080299646004026,3
080299646004027,3
080299646004028,3
080299646004029,3
080299646004030,3
080299646004031,3
080299646004034,3
080299646004035,3
080299646004036,3
080299646004037,3
080299646004038,3
080299646004039,3
080299646004045,3
080299646004046,3
080299646004047,3
080299646004048,3
080299650012003,3
080299647001003,3
080299647001004,3
080299647001005,3
080299647001006,3
080299647001007,3
080299647001008,3
080299647001009,3
080299647001010,3
080299647001011,3
080299647001016,3
080299647001017,3
080299647001018,3
080299647001019,3
080299647001020,3
080299647001021,3
080299647001022,3
080299647001023,3
080299647001024,3
080299647001025,3
080299647001026,3
080299647001027,3
080299647001028,3
080299647001029,3
080299647001030,3
080299647001031,3
080299647001032,3
080299647001033,3
080299647001034,3
080299647001035,3
080299647001036,3
080299647001037,3
080299647002028,3
080299647002029,3
080299647002030,3
080299647002031,3
080299647002032,3
080299647002035,3
080299647002036,3
080299647002037,3
080299647002045,3
080299647002046,3
080299647002047,3
080299647002054,3
080299647002055,3
080299647002056,3
080299647002057,3
080299647002058,3
080299647002059,3
080299647002060,3
080299647002061,3
080299647003000,3
080299647003001,3
080299647003002,3
080299647003003,3
080299647003004,3
080299647003009,3
080299647003010,3
080299647003011,3
080299647003012,3
080299647003013,3
080299647003019,3
080299647003020,3
080299647003068,3
080299648004081,3
080299648004082,3
080299652021041,3
080299652021042,3
080299652021045,3
080299647001002,3
080299647002000,3
080299647002001,3
080299647002002,3
080299647002003,3
080299647002004,3
080299647002005,3
080299647002006,3
080299647002007,3
080299647002008,3
080299647002009,3
080299647002010,3
080299647002011,3
080299647002012,3
080299647002013,3
080299647002014,3
080299647002015,3
080299647002016,3
080299647002017,3
080299647002018,3
080299647002019,3
080299647002020,3
080299647002021,3
080299647002022,3
080299647002023,3
080299647002024,3
080299647002025,3
080299647002026,3
080299647002027,3
080299647002038,3
080299647002039,3
080299647002040,3
080299647002041,3
080299647002042,3
080299647002048,3
080299647002049,3
080299647002050,3
080299647002051,3
080299647002052,3
080299647002053,3
080299648004000,3
080299648004001,3
080299648004015,3
080299652021001,3
080299652021002,3
080299652021003,3
080299652021004,3
080299652021005,3
080299652021016,3
080299652022000,3
080299652022001,3
080299652022002,3
080299652022003,3
080299652022004,3
080299652022005,3
080299652022006,3
080299652022007,3
080299652022008,3
080299652022009,3
080299652022010,3
080299652022011,3
080299652022012,3
080299652022013,3
080299652022014,3
080299652022015,3
080299652022016,3
080299652022017,3
080299652022018,3
080299652022019,3
080299652022020,3
080299652022021,3
080299652022022,3
080299652022023,3
080299652022024,3
080299652022025,3
080299652022026,3
080299652022027,3
080299652022028,3
080299652022029,3
080299652022030,3
080299652022031,3
080299652022032,3
080299652022033,3
080299652022034,3
080299652022035,3
080299652022036,3
080299652022037,3
080299652022038,3
080299652022039,3
080299652022040,3
080299652022045,3
080299652022046,3
080299647001000,3
080299647001001,3
080299647001012,3
080299647001013,3
080299647001014,3
080299647001015,3
080299652012000,3
080299652012001,3
080299652012002,3
080299652012003,3
080299652012004,3
080299652012005,3
080299652012006,3
080299652012007,3
080299652012008,3
080299652012009,3
080299652012010,3
080299652012011,3
080299652012012,3
080299652012013,3
080299652012014,3
080299652012015,3
080299652012016,3
080299652012017,3
080299652012018,3
080299652012019,3
080299652012020,3
080299652012021,3
080299652012022,3
080299652012023,3
080299652012024,3
080299652012025,3
080299652012026,3
080299652012027,3
080299652021026,3
080299652021028,3
080299652021029,3
080299652021030,3
080299652021031,3
080299652021032,3
080299652021033,3
080299652021034,3
080299652021035,3
080299652021036,3
080299652021037,3
080299652021038,3
080299652021039,3
080299652021040,3
080299646001000,3
080299646001001,3
080299646002000,3
080299646002001,3
080299646002002,3
080299646002004,3
080299646002005,3
080299646002006,3
080299646002007,3
080299646002008,3
080299646002009,3
080299646002010,3
080299646002011,3
080299646002012,3
080299646002013,3
080299646002014,3
080299646002015,3
080299646002016,3
080299646002017,3
080299646002022,3
080299646002023,3
080299646002024,3
080299646002025,3
080299646002026,3
080299646002032,3
080299646002033,3
080299646003000,3
080299646003001,3
080299646003002,3
080299646003003,3
080299646003004,3
080299646003005,3
080299646003006,3
080299646003007,3
080299646003008,3
080299646003009,3
080299646003010,3
080299646003011,3
080299646003012,3
080299646003014,3
080299646003015,3
080299646003016,3
080299646003017,3
080299646003018,3
080299646003019,3
080299646003020,3
080299646003026,3
080299646003027,3
080299646003028,3
080299646003029,3
080299646003030,3
080299646003031,3
080299646003032,3
080299646003033,3
080299646003036,3
080299646003037,3
080299646003038,3
080299646003039,3
080299646003040,3
080299646003041,3
080299646003042,3
080299646003044,3
080299646003047,3
080299646004006,3
080299646004007,3
080299646004008,3
080299646004009,3
080299646004032,3
080299646004033,3
080299646004042,3
080299646004043,3
080299646004044,3
080299650021000,3
080299648001031,3
080299648001038,3
080299648001039,3
080299648001040,3
080299648001042,3
080299648001043,3
080299648001044,3
080299648001045,3
080299648001046,3
080299648001047,3
080299648001048,3
080299648001049,3
080299648001051,3
080299648004067,3
080299648004069,3
080299648004070,3
080299648004080,3
080299651001000,3
080299651001001,3
080299651001002,3
080299651001003,3
080299651001004,3
080299651001005,3
080299651001006,3
080299651001007,3
080299651001008,3
080299651001009,3
080299651001010,3
080299651001011,3
080299651001012,3
080299651001013,3
080299651001014,3
080299651001015,3
080299651001016,3
080299651001017,3
080299651001018,3
080299651001019,3
080299651001020,3
080299651001021,3
080299651001022,3
080299651001023,3
080299651001024,3
080299651001025,3
080299651001026,3
080299651001027,3
080299651001028,3
080299651001029,3
080299651001030,3
080299651001031,3
080299651001032,3
080299651001033,3
080299651001034,3
080299651001035,3
080299651001036,3
080299651001037,3
080299651001038,3
080299651001039,3
080299651001040,3
080299651001041,3
080299651001042,3
080299651001043,3
080299651001044,3
080299651001045,3
080299651001046,3
080299651001047,3
080299651001048,3
080299651001049,3
080299651001050,3
080299651001051,3
080299651001052,3
080299651001053,3
080299651001054,3
080299651001055,3
080299651003000,3
080299651003001,3
080299651003002,3
080299651003003,3
080299651003004,3
080299651003005,3
080299651003006,3
080299651003007,3
080299651003008,3
080299651003011,3
080299651003014,3
080299651003015,3
080299651003016,3
080299651003017,3
080299651003018,3
080299651003019,3
080299651003020,3
080299651003022,3
080299651003023,3
080299651003024,3
080299651003025,3
080299651003030,3
080299651003037,3
080299651003052,3
080299651003053,3
080299648002003,3
080299648002005,3
080299648002007,3
080299648002008,3
080299648002009,3
080299648002010,3
080299648002011,3
080299648002012,3
080299648002013,3
080299648002014,3
080299648002015,3
080299648002016,3
080299648002020,3
080299648002021,3
080299648002022,3
080299648002023,3
080299648002024,3
080299648002025,3
080299648002029,3
080299648002030,3
080299648002031,3
080299648002032,3
080299648002033,3
080299648002034,3
080299648002035,3
080299648002038,3
080299649001001,3
080299649001002,3
080299649001005,3
080299649001006,3
080299649001007,3
080299649001009,3
080299649001010,3
080299649001011,3
080299649001012,3
080299649001013,3
080299649001014,3
080299649001015,3
080299649001016,3
080299649002014,3
080299649002015,3
080299649002027,3
080299649002029,3
080299649002030,3
080299649002043,3
080299649002044,3
080299649002045,3
080299650021006,3
080299650021015,3
080299650021016,3
080299652011000,3
080299652011001,3
080299652011002,3
080299652011005,3
080299652021006,3
080299652021007,3
080299652021008,3
080299652021009,3
080299652021010,3
080299652021011,3
080299652021012,3
080299652021013,3
080299652021014,3
080299652021015,3
080299652021017,3
080299652021018,3
080299652021019,3
080299652021020,3
080299652021021,3
080299652021022,3
080299652021023,3
080299652021024,3
080299652021025,3
080299652021027,3
080299652021044,3
080299652022041,3
080299652022042,3
080299652022043,3
080299647002075,3
080299647002076,3
080299647003006,3
080299647003015,3
080299647003016,3
080299647003021,3
080299647003022,3
080299647003024,3
080299647003025,3
080299647003027,3
080299647003028,3
080299647003045,3
080299647003046,3
080299647003062,3
080299647003063,3
080299647003064,3
080299648001001,3
080299648001003,3
080299648001004,3
080299648001006,3
080299648001007,3
080299648001037,3
080299648002000,3
080299648002001,3
080299648002002,3
080299648002006,3
080299648002017,3
080299648002018,3
080299648002019,3
080299648002026,3
080299648002027,3
080299648002028,3
080299649001000,3
080299649003000,3
080299649003001,3
080299649003002,3
080299649003003,3
080299649003004,3
080299649003005,3
080299649003006,3
080299649003007,3
080299649003008,3
080299649003009,3
080299649003010,3
080299649003011,3
080299649003012,3
080299649003013,3
080299649003014,3
080299649003015,3
080299649003016,3
080299649003017,3
080299649003018,3
080299649003019,3
080299649003020,3
080299649003021,3
080299649003022,3
080299649003023,3
080299649003024,3
080299649003025,3
080299649003026,3
080299649003027,3
080299649003028,3
080299649003029,3
080299649003035,3
080299650021019,3
080299650021020,3
080299650021021,3
080299650021024,3
080299650021025,3
080299650021026,3
080299650021027,3
080299650021028,3
080299650021029,3
080299648002037,3
080299649002013,3
080299649002016,3
080299649002017,3
080299649002018,3
080299649002019,3
080299649002020,3
080299649002021,3
080299649002022,3
080299649002023,3
080299649002024,3
080299649002025,3
080299649002026,3
080299649002028,3
080299649002031,3
080299649002032,3
080299649002033,3
080299649002034,3
080299649002035,3
080299649002036,3
080299649002037,3
080299649002038,3
080299649002039,3
080299649002040,3
080299649002041,3
080299649002042,3
080299649002047,3
080299649002048,3
080299649002049,3
080299649002050,3
080299649002051,3
080299649002052,3
080299649002053,3
080299649002054,3
080299649002055,3
080299649002056,3
080299649002057,3
080299649002058,3
080299649002059,3
080299649002060,3
080299649002061,3
080299649002062,3
080299649002063,3
080299649002064,3
080299649002067,3
080299649002068,3
080299649002069,3
080299649002070,3
080299649002071,3
080299649002072,3
080299649002073,3
080299649002074,3
080299649002075,3
080299649002076,3
080299651002001,3
080299651002045,3
080299651002047,3
080299651002048,3
080299647002033,3
080299647002034,3
080299648001002,3
080299648001005,3
080299648001008,3
080299648001009,3
080299648001010,3
080299648001011,3
080299648001012,3
080299648001013,3
080299648001014,3
080299648001015,3
080299648001016,3
080299648001017,3
080299648001018,3
080299648001019,3
080299648001020,3
080299648001021,3
080299648001022,3
080299648001023,3
080299648001024,3
080299648001025,3
080299648001026,3
080299648001027,3
080299648001028,3
080299648001029,3
080299648001030,3
080299648001032,3
080299648001033,3
080299648001034,3
080299648001035,3
080299648001036,3
080299648001041,3
080299648001050,3
080299648002004,3
080299648004002,3
080299648004003,3
080299648004004,3
080299648004005,3
080299648004006,3
080299648004007,3
080299648004008,3
080299648004009,3
080299648004010,3
080299648004011,3
080299648004012,3
080299648004013,3
080299648004014,3
080299648004017,3
080299648004018,3
080299648004019,3
080299648004020,3
080299648004021,3
080299648004022,3
080299648004023,3
080299648004024,3
080299648004025,3
080299648004026,3
080299648004027,3
080299648004028,3
080299648004034,3
080299648004035,3
080299648004036,3
080299648004038,3
080299648004039,3
080299648004040,3
080299648004041,3
080299648004066,3
080299648004068,3
080299648004071,3
080299648004072,3
080299648004073,3
080299648004077,3
080299648004078,3
080299648004083,3
080299648004084,3
080299652011003,3
080299652011004,3
080299652011006,3
080299652011007,3
080299652011008,3
080299652011009,3
080299652011010,3
080299652011011,3
080299652011012,3
080299652011013,3
080299652011014,3
080299652011015,3
080299652011016,3
080299652011017,3
080299652011018,3
080299652011019,3
080299652011020,3
080299652011021,3
080299652011022,3
080299652011023,3
080299652011024,3
080299652011025,3
080299652011026,3
080299652011027,3
080299652011028,3
080299652011029,3
080299652011030,3
080299652011031,3
080299652011032,3
080299652011033,3
080299652011034,3
080299652011035,3
080299652022044,3
080299649001003,3
080299649001004,3
080299649001008,3
080299649001017,3
080299649001018,3
080299649001019,3
080299649001020,3
080299649001021,3
080299649001022,3
080299649001023,3
080299649001024,3
080299649001025,3
080299649001026,3
080299649001027,3
080299649001028,3
080299649001029,3
080299649001030,3
080299649001031,3
080299649001032,3
080299649001033,3
080299649001034,3
080299649001035,3
080299649001036,3
080299649001037,3
080299649001038,3
080299649001039,3
080299649001040,3
080299649001041,3
080299649001042,3
080299649001043,3
080299649001044,3
080299649001047,3
080299649001048,3
080299649001049,3
080299649001050,3
080299649001051,3
080299649001052,3
080299649001053,3
080299649001054,3
080299649001055,3
080299649001056,3
080299649001057,3
080299649001059,3
080299649001060,3
080299649001061,3
080299649001063,3
080299649001064,3
080299649001069,3
080299649002046,3
080299649002065,3
080299649002066,3
080299649002077,3
080299649002078,3
080299649003030,3
080299649003031,3
080299649003032,3
080299649003033,3
080299649003034,3
080299646001005,3
080299646001007,3
080299646001008,3
080299646001009,3
080299646001010,3
080299646001011,3
080299646001012,3
080299646001013,3
080299646001014,3
080299646001015,3
080299646001016,3
080299646001017,3
080299646001018,3
080299646001019,3
080299646001020,3
080299646001021,3
080299646001022,3
080299646001023,3
080299646001024,3
080299646001025,3
080299646001026,3
080299646001027,3
080299646001028,3
080299646001029,3
080299646001030,3
080299646001031,3
080299646001032,3
080299646001033,3
080299646001034,3
080299646001035,3
080299646001036,3
080299646001045,3
080299646001046,3
080299646001047,3
080299646001048,3
080299646001049,3
080299646001051,3
080299646001053,3
080299646002003,3
080299646002018,3
080299646002019,3
080299646002020,3
080299646002034,3
080299646002035,3
080299646002036,3
080299646002037,3
080299646002038,3
080299646002039,3
080299646002040,3
080299646002041,3
080299646002042,3
080299646002043,3
080299646002044,3
080299646002045,3
080299646002046,3
080299646002047,3
080299646002048,3
080299646002049,3
080299646002050,3
080299646002051,3
080299646002052,3
080299646002053,3
080299646002054,3
080299646002055,3
080299646002056,3
080299646002057,3
080299646002058,3
080299646002059,3
080299646002060,3
080299646002061,3
080299646004000,3
080299646004001,3
080299646004010,3
080299646004011,3
080299647002043,3
080299647002044,3
080299647002062,3
080299647002063,3
080299647002064,3
080299647002065,3
080299647002066,3
080299647002067,3
080299647002068,3
080299647002069,3
080299647002070,3
080299647002071,3
080299647002072,3
080299647002073,3
080299647002074,3
080299647002077,3
080299647003005,3
080299647003007,3
080299647003008,3
080299647003014,3
080299647003017,3
080299647003018,3
080299647003023,3
080299647003026,3
080299647003029,3
080299647003030,3
080299647003031,3
080299647003032,3
080299647003033,3
080299647003034,3
080299647003035,3
080299647003036,3
080299647003037,3
080299647003038,3
080299647003039,3
080299647003040,3
080299647003041,3
080299647003042,3
080299647003043,3
080299647003044,3
080299647003047,3
080299647003048,3
080299647003049,3
080299647003050,3
080299647003051,3
080299647003052,3
080299647003053,3
080299647003054,3
080299647003055,3
080299647003056,3
080299647003057,3
080299647003058,3
080299647003059,3
080299647003060,3
080299647003061,3
080299647003065,3
080299647003066,3
080299647003067,3
080299647003069,3
080299647003070,3
080299647003071,3
080299647003072,3
080299647003073,3
080299647003074,3
080299648001000,3
080299648004016,3
080310046013001,1
080310046013002,1
080310046013003,1
080310046013004,1
080310046013005,1
080310046013006,1
080310046013007,1
080310046013008,1
080310046013009,1
080310046013010,1
080310046013012,1
080310046013013,1
080310046013014,1
080310046013015,1
080310046013016,1
080310046013017,1
080310046013018,1
080310046013019,1
080310046013020,1
080310046013021,1
080310046013022,1
080310046013023,1
080310046013024,1
080310046013025,1
080310046013026,1
080310046013027,1
080310046013028,1
080310046014000,1
080310046014001,1
080310046014002,1
080310046014003,1
080310046014004,1
080310046014005,1
080310046014006,1
080310046014007,1
080310046014008,1
080310046014009,1
080310046014010,1
080310046014011,1
080310046014012,1
080310046014013,1
080310046014014,1
080310046014015,1
080310046014016,1
080310046013000,1
080310046013011,1
080310046022000,1
080310046022001,1
080310046022002,1
080310046022003,1
080310046022004,1
080310046022005,1
080310046022006,1
080310046022007,1
080310046022008,1
080310046022009,1
080310046022010,1
080310046022011,1
080310046022012,1
080310046022013,1
080310046022014,1
080310046022015,1
080310046022016,1
080310046022017,1
080310046022018,1
080310046022019,1
080310046022020,1
080310046022021,1
080310046022022,1
080310046022023,1
080310046023000,1
080310046023001,1
080310046023002,1
080310046023003,1
080310046023004,1
080310046023005,1
080310046023006,1
080310046023007,1
080310046023008,1
080310046023009,1
080310046023010,1
080310046023011,1
080310046023012,1
080310046023013,1
080310014023000,1
080310014023001,1
080310014023002,1
080310014023003,1
080310014023004,1
080310014023005,1
080310014023006,1
080310014023007,1
080310014023008,1
080310014023009,1
080310014023010,1
080310014023011,1
080310014023012,1
080310014024000,1
080310014024001,1
080310014024002,1
080310014024003,1
080310014024004,1
080310014024005,1
080310014024006,1
080310014024007,1
080310014024008,1
080310014024009,1
080310014024010,1
080310014024011,1
080310014024012,1
080310014024013,1
080310014024014,1
080310014024015,1
080310047001000,1
080310047001001,1
080310047001002,1
080310047001003,1
080310047001004,1
080310047001005,1
080310047001006,1
080310047004007,1
080310047004008,1
080310047004009,1
080310047005000,1
080310047005001,1
080310047005002,1
080310047005003,1
080310047005004,1
080310047005005,1
080310047005006,1
080310047005007,1
080310047005008,1
080310047005009,1
